Name,Status,ID,Type,Impressions,Clickthroughs,Off-site Average Order Value,Off-site Conversion,Off-site Purchase Qty,Off-site Revenue,Off-site Revenue Per Mille,On-site Average Order Value,On-site Conversion,On-site Purchase Qty,On-site Revenue,On-site Revenue Per Mille
GD Bestsellers EMGD1277,Inactive,gd-bestsellers-emgd1277,Email,6,0,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1241,Active,gd-bestsellers-emgd1241,Email,38758,218,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1234,Active,gd-bestsellers-emgd1234,Email,40074,431,35.77,0.01,5.0,178.85,4.46,0,0,0,0,0
GD Bestsellers EMGD1229,Active,gd-bestsellers-emgd1229,Email,38849,195,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1228,Active,gd-bestsellers-emgd1228,Email,39648,237,64.9,0.01,2.0,129.8,3.27,0,0,0,0,0
GD Bestsellers EMGD1226,Active,gd-bestsellers-emgd1226,Email,59699,1725,34.17,0.05,30.0,1024.96,17.17,0,0,0,0,0
GD Bestsellers EMGD1223,Active,gd-bestsellers-emgd1223,Email,39146,142,17.49,0.01,2.0,34.98,0.89,0,0,0,0,0
GD Bestsellers EMGD1222,Active,gd-bestsellers-emgd1222,Email,33841,291,29.49,0.01,3.0,88.47,2.61,0,0,0,0,0
GD Bestsellers EMGD1221,Active,gd-bestsellers-emgd1221,Email,40187,156,43.45,0.01,4.0,173.81,4.33,0,0,0,0,0
GD Bestsellers EMGD1220,Active,gd-bestsellers-emgd1220,Email,39843,140,18.97,0.01,4.0,75.89999999999999,1.9,0,0,0,0,0
GD Bestsellers EMGD1219,Active,gd-bestsellers-emgd1219,Email,41041,152,30.97,0.0,2.0,61.94,1.51,0,0,0,0,0
GD Bestsellers EMGD1218 v3,Active,gd-bestsellers-emgd1218-v3,Email,39257,75,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1218 v2,Inactive,gd-bestsellers-emgd1218-v2,Email,0,0,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1218,Inactive,gd-bestsellers-emgd1218,Email,0,0,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1217,Inactive,gd-bestsellers-emgd1217,Email,4,0,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1216,Active,gd-bestsellers-emgd1216,Email,64702,237,46.94,0.0,1.0,46.94,0.73,0,0,0,0,0
GD Bestsellers EMGD1215,Active,gd-bestsellers-emgd1215,Email,43080,192,92.23,0.01,3.0,276.68,6.42,0,0,0,0,0
GD Bestsellers EMGD1214,Active,gd-bestsellers-emgd1214,Email,41789,175,38.97,0.01,3.0,116.89999999999999,2.8,0,0,0,0,0
GD Bestsellers EMGD1213,Active,gd-bestsellers-emgd1213,Email,42242,221,56.93,0.0,2.0,113.86,2.7,0,0,0,0,0
GD Bestsellers EMGD1212,Active,gd-bestsellers-emgd1212,Email,38659,177,51.33,0.01,2.0,102.66,2.66,0,0,0,0,0
GD Bestsellers EMGD1210,Active,gd-bestsellers-emgd1210,Email,40525,135,26.87,0.01,3.0,80.61,1.99,0,0,0,0,0
GD Bestsellers EMGD1209,Active,gd-bestsellers-emgd1209,Email,38795,101,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1208,Active,gd-bestsellers-emgd1208,Email,38932,73,36.45,0.01,2.0,72.91,1.87,0,0,0,0,0
GD Bestsellers EMGD1207,Active,gd-bestsellers-emgd1207,Email,41726,192,24.97,0.0,2.0,49.94,1.2,0,0,0,0,0
GD Bestsellers EMGD1206,Active,gd-bestsellers-emgd1206,Email,37523,168,35.95,0.01,3.0,107.86,2.87,0,0,0,0,0
GD Bestsellers EMGD1205,Active,gd-bestsellers-emgd1205,Email,45199,150,44.94,0.0,1.0,44.94,0.99,0,0,0,0,0
GD Bestsellers EMGD1204,Active,gd-bestsellers-emgd1204,Email,34875,67,8.98,0.01,2.0,17.96,0.51,0,0,0,0,0
GD Bestsellers EMGD1203,Active,gd-bestsellers-emgd1203,Email,39681,386,13.96,0.02,7.0,97.74000000000001,2.46,0,0,0,0,0
GD Bestsellers EMGD1202,Active,gd-bestsellers-emgd12012,Email,40036,143,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1201,Active,gd-bestsellers-emgd1201,Email,40264,318,24.98,0.0,2.0,49.96,1.24,0,0,0,0,0
GD Bestsellers EMGD1200,Inactive,gd-bestsellers-emgd1200,Email,12,3,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1199,Active,gd-bestsellers-emgd1199,Email,40754,206,21.98,0.0,1.0,21.98,0.54,0,0,0,0,0
GD Bestsellers EMGD1198,Inactive,gd-bestsellers-emgd1198,Email,9,7,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1197,Active,gd-bestsellers-emgd1197,Email,38077,226,22.98,0.0,1.0,22.98,0.6,0,0,0,0,0
GD Bestsellers EMGD1196,Active,gd-bestsellers-emgd1196,Email,39482,338,23.38,0.01,4.0,93.51,2.37,0,0,0,0,0
GD Bestsellers EMGD1195,Active,gd-bestsellers-emgd1195,Email,78307,512,26.97,0.0,2.0,53.949999999999996,0.69,0,0,0,0,0
GD Bestsellers EMGD1194,Active,gd-bestsellers-emgd1194,Email,39971,207,20.98,0.0,1.0,20.98,0.52,0,0,0,0,0
GD Bestsellers EMGD1193,Active,gd-bestsellers-emgd1193,Email,40500,361,36.37,0.01,4.0,145.48999999999998,3.59,0,0,0,0,0
GD Bestsellers EMGD1192,Active,gd-bestsellers-emgd1192,Email,40722,293,78.47,0.0,2.0,156.93,3.85,0,0,0,0,0
GD Bestsellers EMGD1191,Active,gd-bestsellers-emgd1191,Email,40730,458,24.71,0.01,3.0,74.12,1.82,0,0,0,0,0
GD Bestsellers EMGD1190 v2,Active,gd-bestsellers-emgd1190-v2,Email,61517,1042,32.77,0.01,7.0,229.41,3.73,0,0,0,0,0
GD Bestsellers EMGD1189,Active,gd-bestsellers-emgd1189,Email,41317,109,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1188,Active,gd-bestsellers-emgd1188,Email,38442,241,26.98,0.01,3.0,80.92999999999999,2.11,0,0,0,0,0
GD Bestsellers EMGD1187,Active,gd-bestsellers-emgd1187,Email,38551,167,23.08,0.01,2.0,46.16,1.2,0,0,0,0,0
GD Bestsellers EMGD1186,Active,gd-bestsellers-emgd1186,Email,38639,270,18.64,0.01,3.0,55.93000000000001,1.45,0,0,0,0,0
GD Bestsellers EMGD1185,Active,gd-bestsellers-emgd1185,Email,38605,193,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1184,Active,gd-bestsellers-emgd1184,Email,37647,60,42.55,0.01,2.0,85.11,2.26,0,0,0,0,0
GD Bestsellers EMGD1183,Active,gd-bestsellers-emgd1183,Email,38061,33,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1182,Active,gd-bestsellers-emgd1182,Email,38357,110,27.98,0.0,1.0,27.98,0.73,0,0,0,0,0
GD Bestsellers EMGD1181,Active,gd-bestsellers-emgd1181,Email,38662,68,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1180,Active,gd-bestsellers-emgd1180,Email,42340,145,41.64,0.01,3.0,124.91,2.95,0,0,0,0,0
GD Bestsellers EMGD1179,Active,gd-bestsellers-emgd1179,Email,40032,127,31.97,0.0,1.0,31.97,0.8,0,0,0,0,0
GD Bestsellers EMGD1178,Inactive,gd-bestsellers-emgd1178,Email,5,0,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1177,Active,gd-bestsellers-emgd1177,Email,40133,127,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1176,Active,gd-bestsellers-emgd1176,Email,41747,166,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1175,Active,gd-bestsellers-emgd1175,Email,40452,98,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1174,Active,gd-bestsellers-emgd1174,Email,41606,152,19.98,0.0,1.0,19.98,0.48,0,0,0,0,0
GD Bestsellers EMGD1172,Active,gd-bestsellers-emgd1172,Email,40656,97,27.96,0.0,1.0,27.96,0.69,0,0,0,0,0
GD Bestsellers EMGD1171,Active,gd-bestsellers-emgd1171,Email,41693,194,30.97,0.0,1.0,30.97,0.74,0,0,0,0,0
GD Bestsellers EMGD1170,Active,gd-bestsellers-emgd1170,Email,40922,91,0,0,0,0,0,0,0,0,0,0
GD Bestsellers EMGD1168,Active,gd-bestsellers-emgd1168,Email,40437,134,28.48,0.0,2.0,56.95,1.41,0,0,0,0,0
GD Bestsellers EMGD1167,Active,gd-bestsellers-emgd1167,Email,41350,136,30.97,0.0,1.0,30.97,0.75,0,0,0,0,0
GD Bestsellers EMGD1166,Active,gd-bestsellers-emgd1166,Email,41232,136,30.97,0.0,1.0,30.97,0.75,0,0,0,0,0
GD Bestsellers (from each range) GDWELCOME10,Inactive,gd-bestsellers-from-each-range-gdwelcome10,Email,5,0,0,0,0,0,0,0,0,0,0,0
GD Bestsellers (from each range) EMGD1211,Active,gd-bestsellers-from-each-range-emgd1211,Email,125034,3031,36.17,0.04,51.0,1844.61,14.75,0,0,0,0,0
GD Bestsellers (from each range) EMGD1190,Inactive,gd-bestsellers-from-each-range-emgd1190,Email,6,10,0,0,0,0,0,0,0,0,0,0
GD Bestsellers (from each range) EMGD1161,Active,gd-bestsellers-from-each-range-emgd1161,Email,41983,238,42.31,0.01,3.0,126.93,3.02,0,0,0,0,0
GD Bestsellers (from each range) EMGD1152,Active,gd-bestsellers-from-each-range-emgd1152,Email,41620,299,31.3,0.01,3.0,93.89,2.26,0,0,0,0,0
GD Bestsellers (from each range) EMGD1151,Active,gd-bestsellers-from-each-range-emgd1151,Email,65958,2026,27.69,0.09,58.0,1606.2900000000004,24.35,0,0,0,0,0
GD Bestsellers (from each range) EMGD1146,Active,gd-bestsellers-from-each-range-emgd1146,Email,41128,281,40.21,0.01,4.0,160.83,3.91,0,0,0,0,0
GD Bestsellers (from each range) EMGD1144,Active,gd-bestsellers-from-each-range-emgd1144,Email,43032,234,69.43,0.0,2.0,138.86,3.23,0,0,0,0,0
GD Bestsellers (from each range) EMGD1143,Active,gd-bestsellers-from-each-range-emgd1143,Email,41721,311,62.97,0.0,1.0,62.97,1.51,0,0,0,0,0
GD Bestsellers (from each range) EMGD1142,Active,gd-bestsellers-from-each-range-emgd1142,Email,42240,320,22.31,0.01,3.0,66.92,1.58,0,0,0,0,0
GD Bestsellers (from each range) EMGD1141,Active,gd-bestsellers-from-each-range-emgd1141,Email,41605,263,0,0,0,0,0,0,0,0,0,0
GD Bestsellers (from each range) EMGD1137,Active,gd-bestsellers-from-each-range-emgd1137,Email,42140,243,24.98,0.0,1.0,24.98,0.59,0,0,0,0,0
GD Bestsellers (from each range) EMGD1136,Active,gd-bestsellers-from-each-range-emgd1136,Email,41501,302,40.97,0.0,2.0,81.94999999999999,1.97,0,0,0,0,0
GD Bestsellers (from each range) EMGD1134,Active,gd-bestsellers-from-each-range-emgd1134,Email,42784,404,36.2,0.01,4.0,144.78,3.38,0,0,0,0,0
GD Bestsellers (from each range) EMGD1132,Active,gd-bestsellers-from-each-range-emgd1132,Email,42302,321,31.75,0.01,5.0,158.76,3.75,0,0,0,0,0
GD Bestsellers (from each range) EMGD1130,Inactive,gd-bestsellers-from-each-range-emgd1130,Email,6,2,0,0,0,0,0,0,0,0,0,0
GD Bestsellers (from each range) EMGD1119,Active,gd-bestsellers-from-each-range-emgd1119,Email,46526,467,31.78,0.01,4.0,127.12,2.73,0,0,0,0,0
GD Bestsellers (from each range) EMGD1116,Active,gd-bestsellers-from-each-range-emgd1116,Email,45323,360,28.71,0.01,4.0,114.86,2.53,0,0,0,0,0
GD Bestsellers (from each range) EMGD1115,Active,gd-bestsellers-from-each-range-emgd1115,Email,107231,3161,31.0,0.06,62.0,1922.27,17.93,0,0,0,0,0
GD Bestsellers (from each range) EMGD1110,Inactive,gd-bestsellers-from-each-range-emgd1110,Email,5,0,0,0,0,0,0,0,0,0,0,0
GD Bestsellers (from each range) EMGD1105,Active,gd-bestsellers-from-each-range-emgd1105,Email,44014,486,30.46,0.02,8.0,243.70000000000002,5.54,0,0,0,0,0
GD Bestsellers (from each range) EMGD1104,Active,gd-bestsellers-from-each-range-emgd1104,Email,43971,510,36.63,0.01,6.0,219.78,5.0,0,0,0,0,0
GD Bestsellers (from each range) EMGD1102,Active,gd-bestsellers-from-each-range-emgd1102,Email,44618,507,32.8,0.01,6.0,196.8,4.41,0,0,0,0,0
GD Bestsellers (from each range) EMGD1100,Active,gd-bestsellers-from-each-range-emgd1100,Email,42106,367,18.98,0.0,2.0,37.97,0.9,0,0,0,0,0
GD Bestsellers (from each range) EMGD1094,Active,gd-bestsellers-from-each-range-emgd1094,Email,42084,229,49.97,0.01,3.0,149.9,3.56,0,0,0,0,0
GD Bestsellers (from each range) EMGD1092,Active,gd-bestsellers-from-each-range-emgd1092,Email,44345,506,37.45,0.0,2.0,74.91,1.69,0,0,0,0,0
GD Bestsellers (from each range) EMGD1085,Active,gd-bestsellers-from-each-range-emgd1085,Email,65542,1835,27.14,0.06,40.0,1085.53,16.56,0,0,0,0,0
GD Bestsellers (from each range) EMGD1082,Active,gd-bestsellers-from-each-range-emgd1082,Email,16216,360,27.15,0.06,9.0,244.36,15.07,0,0,0,0,0
GD Bestsellers (from each range),Inactive,gd-bestsellers-from-each-range,Email,24,0,0,0,0,0,0,0,0,0,0,0
GD Bedding SALE EMGD1287,Active,gd-bedding-sale-emgd1287,Email,43519,1265,30.12,0.03,13.0,391.62,9.0,0,0,0,0,0
GD Bedding EMGD1164,Inactive,gd-bedding-emgd1164,Email,8,3,0,0,0,0,0,0,0,0,0,0
GD Bedding EMGD1162,Active,gd-bedding-emgd1162,Email,40482,191,19.98,0.0,1.0,19.98,0.49,0,0,0,0,0
GD Bedding EMGD1160,Active,gd-bedding-emgd1160,Email,41660,157,40.45,0.0,2.0,80.91,1.94,0,0,0,0,0
GD Bedding EMGD1158,Active,gd-bedding-emgd1158,Email,41436,157,0,0,0,0,0,0,0,0,0,0
GD Bedding EMGD1157,Inactive,duplicate-of-gd-bedding-emgd1155,Email,11,0,0,0,0,0,0,0,0,0,0,0
GD Bedding EMGD1156,Active,duplicate-of-gd-bedding-emgd1153,Email,41124,187,35.96,0.01,3.0,107.87,2.62,0,0,0,0,0
GD Bedding EMGD1155,Active,gd-bedding-emgd1155,Email,40867,190,20.97,0.0,1.0,20.97,0.51,0,0,0,0,0
GD Bedding EMGD1154,Active,gd-bedding-emgd1154,Email,42174,186,22.97,0.0,1.0,22.97,0.54,0,0,0,0,0
GD Bedding EMGD1153,Active,gd-bedding-emgd1153,Email,41400,178,53.94,0.0,1.0,53.94,1.3,0,0,0,0,0
GD Bedding EMGD1150,Active,gd-bedding-emgd1150,Email,41505,194,23.97,0.0,1.0,23.97,0.58,0,0,0,0,0
GD Bedding EMGD1149,Inactive,gd-bedding-emgd1149,Email,11,1,0,0,0,0,0,0,0,0,0,0
GD Bedding EMGD1147,Active,gd-bedding-emgd1147,Email,40855,174,31.29,0.01,6.0,187.74,4.6,0,0,0,0,0
GD Bedding EMGD1145,Active,gd-bedding-emgd1145,Email,41459,324,35.35,0.01,5.0,176.74,4.26,0,0,0,0,0
GD Bedding EMGD1141,Inactive,gd-bedding-emgd1141,Email,1,0,0,0,0,0,0,0,0,0,0,0
GD Bedding EMGD1140,Active,gd-bedding-emgd1140,Email,41411,276,101.89,0.01,3.0,305.67,7.38,0,0,0,0,0
GD Bedding EMGD1139,Active,gd-bedding-emgd1139,Email,41720,213,28.96,0.0,1.0,28.96,0.69,0,0,0,0,0
GD Bedding EMGD1138,Active,gd-bedding-emgd1138,Email,41715,258,44.29,0.01,3.0,132.87,3.19,0,0,0,0,0
GD Bedding EMGD1133,Active,gd-bedding-emgd1133,Email,43044,344,27.62,0.01,6.0,165.75,3.85,0,0,0,0,0
GD Bedding EMGD1131,Active,gd-bedding-emgd1131,Email,64440,564,32.21,0.01,4.0,128.82999999999998,2.0,0,0,0,0,0
GD Bedding EMGD1129,Active,gd-bedding-emgd1129,Email,43428,394,35.15,0.01,5.0,175.75,4.05,0,0,0,0,0
GD Bedding EMGD1128,Active,gd-bedding-emgd1128,Email,44364,491,30.86,0.02,10.0,308.5799999999999,6.96,0,0,0,0,0
GD Bedding EMGD1127,Active,gd-bedding-emgd1127,Email,43713,294,33.96,0.01,3.0,101.89,2.33,0,0,0,0,0
GD Bedding EMGD1126,Active,gd-bedding-emgd1126,Email,43721,361,56.96,0.0,1.0,56.96,1.3,0,0,0,0,0
GD Bedding EMGD1123,Active,gd-bedding-emgd1123,Email,42454,379,38.63,0.01,3.0,115.89,2.73,0,0,0,0,0
GD Bedding EMGD1122,Active,gd-bedding-emgd1122,Email,42475,262,27.96,0.0,1.0,27.96,0.66,0,0,0,0,0
GD Bedding EMGD1121,Active,gd-bedding-emgd1121,Email,43228,378,38.51,0.01,5.0,192.53,4.45,0,0,0,0,0
GD Bedding EMGD1120,Active,gd-bedding-emgd1120,Email,42601,193,28.96,0.0,1.0,28.96,0.68,0,0,0,0,0
GD Bedding EMGD1118,Active,gd-bedding-emgd1118,Email,42924,341,30.96,0.01,3.0,92.87,2.16,0,0,0,0,0
GD Bedding EMGD1117,Active,gd-bedding-emgd1117,Email,42095,310,42.95,0.01,5.0,214.77,5.1,0,0,0,0,0
GD Bedding EMGD1109,Active,gd-bedding-emgd1109,Email,42438,330,29.22,0.01,4.0,116.86999999999999,2.75,0,0,0,0,0
GD Bedding EMGD1108,Active,gd-bedding-emgd1108,Email,43199,402,19.97,0.0,2.0,39.94,0.92,0,0,0,0,0
GD Bedding EMGD1107,Active,gd-bedding-emgd1107,Email,44399,363,45.2,0.01,4.0,180.82,4.07,0,0,0,0,0
GD Bedding EMGD1105,Active,gd-bedding-emgd1105,Email,42752,274,38.13,0.01,6.0,228.76999999999998,5.35,0,0,0,0,0
GD Bedding EMGD1103,Active,gd-bedding-emgd1103,Email,42840,382,40.71,0.01,4.0,162.84,3.8,0,0,0,0,0
GD Bedding EMGD1101,Active,gd-bedding-emgd1101,Email,43547,319,24.97,0.0,2.0,49.94,1.15,0,0,0,0,0
GD Bedding EMGD1099,Active,gd-bedding-emgd1099,Email,45129,446,39.46,0.0,2.0,78.92,1.75,0,0,0,0,0
GD Bedding EMGD1098,Active,gd-bedding-emgd1098,Email,43284,463,39.78,0.01,6.0,238.69,5.51,0,0,0,0,0
GD Bedding EMGD1097,Active,gd-bedding-emgd1097,Email,44137,405,38.12,0.01,6.0,228.69,5.18,0,0,0,0,0
GD Bedding EMGD1095,Active,gd-bedding-emgd1095,Email,43713,491,46.94,0.02,9.0,422.46,9.66,0,0,0,0,0
GD Bedding EMGD1093,Active,gd-bedding-emgd1093,Email,43525,372,31.85,0.02,9.0,286.64,6.59,0,0,0,0,0
GD Bedding EMGD1091,Active,gd-bedding-emgd1091,Email,43609,369,31.96,0.01,4.0,127.83,2.93,0,0,0,0,0
GD Bedding EMGD1090,Active,gd-bedding-emgd1090,Email,41986,433,24.97,0.01,4.0,99.88,2.38,0,0,0,0,0
GD Bedding EMGD1089,Active,gd-bedding-emgd1089,Email,42936,380,27.24,0.03,11.0,299.63,6.98,0,0,0,0,0
GD Bedding EMGD1088,Active,gd-bedding-emgd1088,Email,43157,418,0,0,0,0,0,0,0,0,0,0
GD Bedding EMGD1087,Active,gd-bedding-emgd1087,Email,42418,508,24.14,0.01,6.0,144.82,3.41,0,0,0,0,0
GD Bedding Clearance EMGD1312,Active,gd-bedding-clearance-emgd1312,Email,36814,1344,21.2,0.02,9.0,190.78000000000003,5.18,0,0,0,0,0
GD 120s CLEARANCE EMGD1269,Inactive,gd-120s-clearance-emgd1269,Email,41377,977,29.34,0.04,17.0,498.7,12.05,0,0,0,0,0
GD 120s CLEARANCE EMGD1258,Inactive,gd-120s-clearance-emgd1258,Email,41740,1321,27.15,0.09,39.0,1058.9900000000005,25.37,0,0,0,0,0
GD 120s CLEARANCE EMGD1250,Inactive,gd-120s-clearance-emgd1250,Email,42119,1618,26.94,0.12,52.0,1400.8600000000006,33.26,0,0,0,0,0
GD 120s CLEARANCE EMGD1248,Inactive,gd-120s-clearance-emgd1248,Email,42342,2011,30.32,0.16,67.0,2031.6600000000012,47.98,0,0,0,0,0
GD 60s SALE EMGD1273,Active,gd-60s-sale-emgd1273,Email,41261,474,55.53,0.01,6.0,333.15999999999997,8.07,0,0,0,0,0
GD 60s SALE EMGD1270,Inactive,gd-60s-sale-emgd1270,Email,1,0,0,0,0,0,0,0,0,0,0,0
GD 60s BOGOF EMGD1270,Active,gd-60s-bogof-emgd1270,Email,39120,876,27.93,0.06,23.0,642.4800000000001,16.42,0,0,0,0,0
GD 60s BOGOF EMGD1267,Inactive,gd-60s-bogof-emgd1267,Email,1,0,0,0,0,0,0,0,0,0,0,0
GD 60s BOGOF EMGD1266,Inactive,gd-60s-bogof-emgd1266,Email,2,0,0,0,0,0,0,0,0,0,0,0
GD 60s BOGOF EMGD1264,Inactive,gd-60s-bogof-emgd1264,Email,40024,808,21.31,0.04,18.0,383.64,9.59,0,0,0,0,0
GD 60s BOGOF EMGD1262,Inactive,gd-60s-bogof-emgd1262,Email,39703,791,39.23,0.05,18.0,706.14,17.79,0,0,0,0,0
GD 60s BOGOF EMGD1261,Inactive,gd-60s-bogof-emgd1261,Email,38856,777,26.06,0.06,22.0,573.33,14.76,0,0,0,0,0
GD 60s BOGOF EMGD1260,Inactive,gd-60s-bogof-emgd1260,Email,38685,714,33.05,0.03,11.0,363.54,9.4,0,0,0,0,0
GD 60s BOGOF EMGD1259,Inactive,gd-60s-bogof-emgd1259,Email,38572,549,35.19,0.03,13.0,457.47,11.86,0,0,0,0,0
GD 60s BOGOF EMGD1257,Active,gd-60s-bogof-emgd1257,Email,38893,730,36.96,0.05,21.0,776.06,19.95,0,0,0,0,0
GD 60s BOGOF EMGD1256,Inactive,gd-60s-bogof-emgd1256,Email,39264,729,39.55,0.04,15.0,593.2600000000001,15.11,0,0,0,0,0
GD 60s BOGOF EMGD1255,Inactive,gd-60s-bogof-emgd1255,Email,39632,905,33.46,0.05,18.0,602.2400000000001,15.2,0,0,0,0,0
GD 60s BOGOF EMGD1253,Active,gd-60s-bogof-emgd1253,Email,39788,881,25.81,0.03,13.0,335.57,8.43,0,0,0,0,0
GD 60s BOGOF EMGD1249,Inactive,gd-60s-bogof-emgd1249,Email,39486,709,29.29,0.05,21.0,615.19,15.58,0,0,0,0,0
GD 12 x Bedding BOGOF EMGD1302,Active,gd-12-x-bedding-bogof-emgd1302,Email,41305,902,46.46,0.01,4.0,185.84,4.5,0,0,0,0,0
GD 9 x Bestsaellers,Active,gd-9-x-bestsaellers,Email,375513,6993,27.56,0.02,67.0,1846.43,4.92,0,0,0,0,0
GD - USP Banner - New,Inactive,gd-usp-banner-new,Web,15,0,0,0,0,0,0,0,0,0,0,0
GD - Promo Banner - 15 SW,Active,gd-promo-banner-15-sw,Web,294064,0,0,0,0,0,0,0,0,0,0,0
GD - PLP - New Styling,Inactive,gd-plp-new-styling,Web,1,0,0,0,0,0,0,0,0,0,0,0
GD - PDP - Recommended (tsc1acy),Active,gd---pdp---recommended-tsc1acy,Web,670038,58270,0,0,0,0,0,44.54,0.06,412.0,18351.44,27.39
GD - PDP - New Test,Inactive,gd-pdp-new-test,Web,0,0,0,0,0,0,0,0,0,0,0,0
GD - New In,Active,gd-new-in,Web,154352,1356,0,0,0,0,0,30.28,0.01,9.0,272.52,1.77
GD - Ideal to Plant Next Month,Active,gd-ideal-to-plant-next-month,Web,552758,28456,0,0,0,0,0,37.34,0.03,143.0,5339.63,9.66
GD - Homepage - RV - Recent Activity/Most Popular Items,Inactive,gd-homepage-rv-recent-activitymost-popular-items,Web,2,5,0,0,0,0,0,0,0,0,0,0
GD - Homepage - Most Popular Products - Top Buyer - B,Inactive,gd-homepage-most-popular-products-top-buyer-b,Web,2,0,0,0,0,0,0,0,0,0,0,0
GD - Homepage - FTV - Popular Items 1 (ow155tp),Active,gd---homepage---ftv---popular-items-1-ow155tp,Web,153916,7112,0,0,0,0,0,25.9,0.03,46.0,1191.62,7.74
GD - Hero Banner - Rotation,Active,tester-x,Web,130422,4435,0,0,0,0,0,49.55,0.06,80.0,3964.02,30.39
GD - Hero Banner - Rotate 1,Inactive,gd-hero-banner-rotate-1,Web,2163,178,0,0,0,0,0,111.14,0.23,5.0,555.69,256.91
GD - Exit Intent - Similar Products New,Active,gd-exit-intent-similar-products-new-0,Web,663040,169,0,0,0,0,0,36.18,0.0,9.0,325.62,0.49
GD - Exit - New Design X,Inactive,gd-exit-new-design-x,Web,1,0,0,0,0,0,0,0,0,0,0,0
GD - Exit - New Design,Inactive,gd-exit-new-design,Web,1,0,0,0,0,0,0,0,0,0,0,0
GD - Exit - New - Min,Active,gd-exit-new-min,Web,571558,599,0,0,0,0,0,38.47,0.0,15.0,577.08,1.01
GD - Category Page - FTV - Most Popular Items (feodoyv),Inactive,gd---category-page---ftv---most-popular-items---plants-feodoyv,Web,76999,3891,0,0,0,0,0,43.33,0.02,16.0,693.31,9.0
GD - Category Page - FTV - Bedding Plants - B (yj8uze2),Inactive,gd---category-page---ftv---bedding-plants---b-yj8uze2,Web,0,0,0,0,0,0,0,0,0,0,0,0
GD - Category Page - FTV - Bedding Plants - B (j01z11h),Inactive,gd---category-page---ftv---bedding-plants---b-j01z11h,Web,0,0,0,0,0,0,0,0,0,0,0,0
GD - Catalogue Most Popular,Inactive,gd-catalogue-most-popular,Web,1,0,0,0,0,0,0,0,0,0,0,0
GD - Cart - Upsell - Cart Price,Inactive,gd-cart-upsell-cart-price,Web,52453,1820,0,0,0,0,0,22.67,0.04,23.0,521.43,9.94
GD - Cart - Basket Empty,Active,gd-cart-basket-empty,Web,14786,1079,0,0,0,0,0,29.05,0.14,20.0,581.08,39.3
GD - Basket Pop Up,Active,gd-basket-pop-up,Web,3791,2838,0,0,0,0,0,23.65,0.08,3.0,70.94,18.71
GD - 404 - Most Popular Products,Active,gd-404-most-popular-products,Web,1498,131,0,0,0,0,0,14.98,0.13,2.0,29.97,20.01
GD -  Cart - Customers Also Bought x2,Active,gd-cart-customers-also-bought-x2,Web,98209,4468,0,0,0,0,0,21.58,0.04,37.0,798.31,8.13
GD -  Cart - Customers Also Bought Alt (mx3oaye),Inactive,gd----cart---customers-also-bought-alt-mx3oaye,Web,17099,575,0,0,0,0,0,22.97,0.01,1.0,22.97,1.34
GD  - 15 OFF Promo SW,Inactive,gd-15-off-promo-sw-new,Web,42665,0,0,0,0,0,0,0,0,0,0,0
GD  - 15 OFF Promo SW,Inactive,gd-15-off-promo-sw,Web,52,0,0,0,0,0,0,0,0,0,0,0
Email x 9 Bestsellers,Inactive,email-x-9-bestsellers,Email,2,2,0,0,0,0,0,0,0,0,0,0
Email 9x Bestsellers,Active,email-9x-bestsellers,Email,1421453,22447,32.1,0.01,203.0,6515.330000000001,4.58,0,0,0,0,0
Easter 15 OFF SALE EMGD1275,Active,easter-15-off-sale-emgd1275,Email,136456,4300,35.78,0.05,72.0,2576.46,18.88,0,0,0,0,0
Easter 15 OFF - Organic and UTM,Inactive,easter-15-off-organic-and-utm,Web,1,0,0,0,0,0,0,0,0,0,0,0
Duplicate of YG Bestsellers (from each range) EM3433,Active,duplicate-of-yg-bestsellers-from-each-range-em3433,Email,309058,3263,19.65,0.01,34.0,667.9499999999999,2.16,0,0,0,0,0
Duplicate of Duplicate of rl email test,Inactive,duplicate-of-duplicate-of-rl-email-test,Email,261938,3045,34.83,0.01,14.0,487.61,1.86,0,0,0,0,0
